time,stroke_count,inst_spm,total_power,inst_power,km_hr,km,tick_duration
0,1,0,1.9,1.87,0.0,0.0,73127
133792,1,0.3,14.0,12.08,0.0,0.0,28767
238587,1,0.4,30.3,16.33,0.0,0.0,24749
333454,1,0.6,48.6,18.34,0.1,0.1,23349
427923,1,0.7,66.5,17.89,0.1,0.2,23644
525275,1,0.9,82.8,16.32,0.1,0.3,24751
630125,1,1,96.2,13.41,0.2,0.5,27307
930636,1,1.4,96.2,0.00,0.6,1.1,-24788
1016213,1,1.4,96.2,0.00,0.7,1.3,-20739
1095936,1,1.5,96.2,0.00,0.8,1.5,-19911
1179928,1,1.6,96.2,0.00,0.9,1.7,-22495
1283214,1,1.7,96.2,0.00,1.0,1.9,-28681
1411852,1,1.8,96.2,0.00,1.2,2.2,-33922
1563934,1,1.9,96.2,0.00,1.3,2.5,-42460
1890495,2,2.1,99.6,3.38,1.6,3.0,54382
2027063,2,4.7,111.2,11.60,1.7,3.3,29361
2135391,2,6.6,126.3,15.09,1.8,3.5,25743
2233395,2,8.1,143.6,17.29,1.9,3.7,24050
2328927,2,9.5,161.2,17.55,2.0,4.0,23872
2425357,2,10.8,178.2,17.08,2.2,4.3,24197
2524712,2,12.1,193.8,15.54,2.3,4.6,25369
2644034,2,13.6,200.5,6.68,2.4,5.0,38693
2833640,2,15.8,200.5,0.00,2.8,5.7,-28592
2946656,2,17,200.5,0.00,3.0,6.0,-29313
3054695,2,18,200.5,0.00,3.1,6.4,-25142
3144539,2,18.7,200.5,0.00,3.2,6.7,-22150
3235400,2,19.4,200.5,0.00,3.4,7.0,-24197
3350989,2,20.3,200.5,0.00,3.5,7.3,-32813
3507820,2,21.5,200.5,0.00,3.7,7.8,-44934
3881558,3,23.9,204.4,3.98,4.2,8.8,50147
4039121,3,24.6,212.9,8.49,4.3,9.3,34328
4164506,3,25,224.3,11.39,4.5,9.7,29624
4274826,3,25.4,238.5,14.16,4.5,10.0,26574
4376881,3,25.7,254.1,15.60,4.7,10.3,25316
4475451,3,25.9,270.7,16.60,4.8,10.7,24542
4574594,3,26.2,286.6,15.96,4.9,11.1,25032
4681022,3,26.4,299.0,12.39,5.0,11.5,28406
4779273,3,26.7,299.0,0.00,5.3,11.9,-98251
4865028,3,26.8,299.0,0.00,5.3,12.2,-17631
4928979,3,27,299.0,0.00,5.5,12.5,-16016
4995604,3,27.1,299.0,0.00,5.5,12.8,-17617
5071010,3,27.2,299.0,0.00,5.6,13.1,-19926
5158161,3,27.4,299.0,0.00,5.8,13.4,-24034
5267559,3,27.6,299.0,0.00,5.9,13.8,-29193
5391924,3,27.8,299.0,0.00,6.0,14.2,-33674
5771177,4,28.3,304.4,5.37,6.5,15.5,43174
5914617,4,28.7,314.1,9.67,6.6,16.0,32164
6033023,4,28.9,326.4,12.36,6.7,16.4,28446
6140060,4,29.1,341.4,14.97,6.8,16.8,25849
6240430,4,29.2,357.7,16.30,6.9,17.1,24770
6339387,4,29.4,374.2,16.56,7.1,17.6,24572
6439030,4,29.5,390.0,15.80,7.1,18.0,25156
6544214,4,29.7,403.4,13.35,7.3,18.5,27372
6635417,4,29.8,403.4,0.00,7.4,18.9,-26341
6730689,4,29.9,403.4,0.00,7.6,19.3,-18796
6797342,4,30,403.4,0.00,7.6,19.6,-16341
6861537,4,30,403.4,0.00,7.8,19.9,-16482
6928840,4,30.1,403.4,0.00,7.8,20.2,-17681
7003094,4,30.2,403.4,0.00,7.9,20.5,-19694
7093009,4,30.3,403.4,0.00,8.0,20.9,-25477
7213515,4,30.4,403.4,0.00,8.1,21.4,-35785
7567629,5,30.7,409.2,5.81,8.5,22.7,41488
7709456,5,30.9,419.1,9.86,8.6,23.2,31855
7824249,5,31.1,432.3,13.22,8.7,23.7,27498
7926795,5,31.2,448.7,16.42,8.8,24.1,24679
8023304,5,31.3,466.1,17.37,8.9,24.5,23992
8119291,5,31.5,483.6,17.48,9.0,24.9,23915
8216617,5,31.6,500.0,16.42,9.1,25.4,24681
8487652,5,31.9,500.0,0.00,9.6,26.8,-28678
8585368,5,32,500.0,0.00,9.7,27.3,-23121
8672983,5,32,500.0,0.00,9.8,27.8,-21964
8763071,5,32.1,500.0,0.00,9.9,28.2,-23533
8864663,5,32.2,500.0,0.00,10.1,28.7,-26517
8981388,5,32.3,500.0,0.00,10.2,29.3,-30990
9108192,5,32.3,500.0,0.00,10.3,29.8,-33735
9310701,5,32.5,500.0,0.00,10.5,30.7,-77147
9629156,6,32.6,506.7,6.72,10.7,32.0,38561
9759358,6,32.3,518.2,11.49,10.9,32.5,29506
9869336,6,32.1,532.9,14.73,10.9,33.0,26052
9967505,6,31.9,550.6,17.70,11.0,33.4,23766
10060417,6,31.8,569.5,18.84,11.1,33.8,23039
10152775,6,31.7,588.4,18.89,11.2,34.3,23005
10245770,6,31.5,606.5,18.14,11.2,34.7,23482
10499748,6,31.1,606.5,0.00,11.6,36.2,-22003
10584357,6,31,606.5,0.00,11.7,36.6,-21043
10666518,6,30.9,606.5,0.00,11.8,37.1,-20290
10746184,6,30.8,606.5,0.00,11.9,37.5,-20443
10830786,6,30.8,606.5,0.00,12.0,38.0,-22276
10933341,6,30.7,606.5,0.00,12.1,38.5,-28311
11052062,6,30.5,606.5,0.00,12.2,39.1,-31895
11243597,6,30.4,606.5,0.00,12.4,40.0,-71702
11512866,7,30.1,614.4,7.88,12.5,41.1,35626
11639054,7,30.3,626.1,11.74,12.6,41.7,29185
11746948,7,30.4,641.1,15.03,12.7,42.2,25798
11844419,7,30.5,659.2,18.01,12.7,42.7,23561
11937093,7,30.5,678.1,18.91,12.8,43.1,22996
12029692,7,30.6,696.7,18.64,12.9,43.6,23165
12123952,7,30.7,714.3,17.64,13.0,44.1,23811
12369645,7,30.9,714.3,0.00,13.3,45.6,-27939
12471205,7,30.9,714.3,0.00,13.5,46.2,-23640
12556572,7,31,714.3,0.00,13.5,46.6,-20835
12643278,7,31,714.3,0.00,13.6,47.1,-23100
12743925,7,31.1,714.3,0.00,13.8,47.7,-27442
12866695,7,31.1,714.3,0.00,13.8,48.3,-33386
13010592,7,31.2,714.3,0.00,14.0,49.0,-38410
13226814,7,31.3,714.3,0.00,14.1,50.1,-80810
13492347,8,31.4,721.3,6.99,14.2,51.3,37836
13625278,8,31.3,732.0,10.71,14.3,51.9,30553
13737675,8,31.2,746.1,14.04,14.3,52.4,26684
13838275,8,31.2,763.0,16.92,14.3,52.9,24314
13934201,8,31.1,780.6,17.58,14.4,53.4,23851
14030361,8,31.1,797.8,17.18,14.5,53.9,24128
14128088,8,31,814.1,16.34,14.5,54.4,24741
14362097,8,30.9,814.1,0.00,14.8,55.8,-25953
14459009,8,30.9,814.1,0.00,14.9,56.3,-23355
14549589,8,30.8,814.1,0.00,15.0,56.8,-22410
14643888,8,30.8,814.1,0.00,15.0,57.4,-24948
14747233,8,30.8,814.1,0.00,15.1,57.9,-26798
14859418,8,30.7,814.1,0.00,15.2,58.5,-29587
14987059,8,30.7,814.1,0.00,15.2,59.1,-34844
15199368,8,30.6,814.1,0.00,15.3,60.1,-79901
15486500,9,30.6,821.1,7.02,15.3,61.4,37731
15617873,9,30.5,832.3,11.14,15.4,62.0,29961
15728624,9,30.5,847.2,14.94,15.4,62.5,25868
15827333,9,30.5,864.8,17.57,15.4,63.0,23858
15920651,9,30.4,883.4,18.65,15.5,63.4,23154
16013873,9,30.4,901.9,18.43,15.5,63.9,23291
16108402,9,30.4,919.3,17.49,15.6,64.4,23913
16346676,9,30.3,919.3,0.00,15.8,65.9,-21475
16427292,9,30.3,919.3,0.00,15.8,66.3,-20475
16509976,9,30.3,919.3,0.00,15.9,66.8,-21425
16596612,9,30.3,919.3,0.00,16.0,67.3,-22608
16691840,9,30.3,919.3,0.00,16.0,67.8,-25385
16799532,9,30.2,919.3,0.00,16.1,68.4,-28757
16923700,9,30.2,919.3,0.00,16.1,69.0,-33734
17100086,9,30.2,919.3,0.00,16.2,69.9,-56510
17348714,10,30.2,919.5,0.16,16.2,71.0,248628
17508401,10,30.4,927.2,7.72,16.2,71.7,35986
17634056,10,30.5,939.0,11.78,16.2,72.3,29133
17742027,10,30.6,954.0,14.95,16.2,72.8,25861
17838688,10,30.7,972.0,18.00,16.2,73.2,23569
17930511,10,30.8,991.2,19.25,16.3,73.7,22790
18022145,10,30.9,1010.4,19.14,16.3,74.2,22860
18114621,10,31,1028.7,18.35,16.3,74.7,23344
18246320,10,31.1,1032.0,3.29,16.4,75.4,55088
18417227,10,31.2,1032.0,0.00,16.5,76.4,-33486
18538703,10,31.3,1032.0,0.00,16.6,77.1,-28794
18641794,10,31.3,1032.0,0.00,16.6,77.6,-24704
18741442,10,31.4,1032.0,0.00,16.7,78.1,-25669
18844407,10,31.4,1032.0,0.00,16.7,78.7,-26003
18953518,10,31.5,1032.0,0.00,16.7,79.2,-29061
19074554,10,31.5,1032.0,0.00,16.7,79.8,-31719
19220872,10,31.6,1032.0,0.00,16.7,80.4,-41335
19566874,11,31.7,1037.8,5.77,16.7,81.9,41628
19710297,11,31.3,1046.8,9.01,16.6,82.5,33313
19833382,11,30.9,1058.5,11.68,16.6,83.0,29261
19941054,11,30.7,1073.6,15.15,16.6,83.5,25694
20038896,11,30.4,1091.4,17.81,16.6,84.0,23695
20131815,11,30.3,1110.1,18.71,16.6,84.4,23119
20224441,11,30.1,1128.8,18.65,16.6,84.9,23158
20318138,11,29.9,1146.6,17.82,16.6,85.4,23689
20420790,11,29.7,1158.4,11.80,16.7,86.0,29109
20506998,11,29.6,1158.4,0.00,16.8,86.5,-21449
20619803,11,29.4,1158.4,0.00,16.8,87.1,-26129
20729815,11,29.2,1158.4,0.00,16.8,87.7,-27804
20825527,11,29.1,1158.4,0.00,16.9,88.2,-22669
20912039,11,29,1158.4,0.00,16.9,88.6,-22266
21006011,11,28.9,1158.4,0.00,16.9,89.1,-24312
21109250,11,28.8,1158.4,0.00,16.9,89.6,-27210
21224911,11,28.6,1158.4,0.00,16.9,90.1,-30789
21376794,11,28.5,1158.4,0.00,16.9,90.8,-46697
21649065,12,28.2,1162.2,3.85,16.8,92.0,50931
21800581,12,28.3,1170.7,8.46,16.8,92.6,34390
21924126,12,28.3,1182.4,11.67,16.8,93.1,29278
22031108,12,28.3,1197.7,15.32,16.8,93.6,25551
22128423,12,28.4,1215.3,17.58,16.8,94.1,23853
22222258,12,28.4,1233.6,18.32,16.8,94.5,23361
22316453,12,28.4,1251.8,18.18,16.8,95.0,23456
22412150,12,28.4,1268.8,17.06,16.8,95.5,24210
22532563,12,28.5,1274.0,5.23,16.9,96.2,43739
22691047,12,28.5,1274.0,0.00,17.0,97.0,-24681
22790950,12,28.5,1274.0,0.00,17.0,97.6,-25386
22889650,12,28.5,1274.0,0.00,17.1,98.1,-24198
22987446,12,28.6,1274.0,0.00,17.1,98.6,-25961
23098643,12,28.6,1274.0,0.00,17.1,99.1,-29317
23217922,12,28.6,1274.0,0.00,17.1,99.7,-30770
23347106,12,28.6,1274.0,0.00,17.1,100.3,-33620
23503514,12,28.6,1274.0,0.00,17.1,101.0,-45864
23814589,13,28.7,1279.4,5.30,17.0,102.3,43428
23962544,13,28.6,1288.5,9.11,16.9,102.9,33132
24081829,13,28.5,1300.9,12.43,16.8,103.4,28365
24186068,13,28.4,1317.0,16.09,16.8,103.9,24928
24281232,13,28.4,1335.5,18.56,16.8,104.3,23211
24373104,13,28.4,1354.5,18.97,16.8,104.7,22959
24465621,13,28.3,1373.2,18.65,16.8,105.2,23157
24560382,13,28.3,1390.5,17.37,16.9,105.7,23991
24693305,13,28.2,1394.0,3.44,17.0,106.5,53901
24872836,13,28.2,1394.0,0.00,17.1,107.4,-28202
24987634,13,28.1,1394.0,0.00,17.1,108.0,-29544
25099874,13,28.1,1394.0,0.00,17.1,108.6,-26894
25205036,13,28.1,1394.0,0.00,17.1,109.1,-26124
25312531,13,28.1,1394.0,0.00,17.1,109.7,-27193
25423547,13,28,1394.0,0.00,17.1,110.2,-29135
25544760,13,28,1394.0,0.00,17.1,110.8,-32039
25702695,13,28,1394.0,0.00,17.1,111.5,-49886
25977805,14,27.9,1396.5,2.56,17.0,112.6,62488
26139019,14,27.9,1404.1,7.57,17.0,113.2,36338
26265597,14,27.9,1415.6,11.45,16.9,113.8,29550
26373869,14,27.9,1430.7,15.11,16.9,114.2,25724
26470818,14,27.9,1449.0,18.35,16.8,114.7,23343
26563546,14,27.9,1467.9,18.83,16.8,115.1,23044
26656762,14,27.8,1486.1,18.26,16.8,115.6,23403
26753316,14,27.8,1501.8,15.70,16.9,116.1,25236
27026044,14,27.8,1501.8,0.00,17.0,117.6,-31826
27145054,14,27.8,1501.8,0.00,17.1,118.2,-30236
27262295,14,27.8,1501.8,0.00,17.1,118.9,-28825
27369464,14,27.8,1501.8,0.00,17.1,119.4,-26663
27481464,14,27.8,1501.8,0.00,17.1,120.0,-28967
27600877,14,27.8,1501.8,0.00,17.2,120.6,-31548
27737512,14,27.8,1501.8,0.00,17.2,121.2,-36767
27941027,14,27.8,1501.8,0.00,17.1,122.1,-71957
28290836,15,27.7,1508.2,6.41,17.1,123.6,39506
28424747,15,27.6,1519.1,10.87,17.0,124.1,30336
28538047,15,27.5,1533.0,13.89,17.0,124.6,26827
28639007,15,27.4,1549.8,16.82,16.9,125.1,24383
28734347,15,27.3,1567.7,17.88,16.9,125.5,23649
28829356,15,27.2,1585.4,17.72,16.9,126.0,23758
28925927,15,27.1,1602.2,16.77,17.0,126.5,24416
29226820,15,26.9,1602.2,0.00,17.1,128.2,-31027
29346586,15,26.8,1602.2,0.00,17.2,128.8,-29717
29457006,15,26.7,1602.2,0.00,17.2,129.4,-26912
29559560,15,26.7,1602.2,0.00,17.3,130.0,-26195
29666102,15,26.6,1602.2,0.00,17.3,130.5,-27716
29787171,15,26.6,1602.2,0.00,17.3,131.1,-32817
29933685,15,26.5,1602.2,0.00,17.3,131.8,-40369
30157081,15,26.4,1602.2,0.00,17.3,132.8,-78343
30504529,16,26.3,1608.1,5.87,17.1,134.3,41262
30644263,16,26.4,1617.9,9.82,17.1,134.9,31903
30761756,16,26.4,1630.8,12.93,17.1,135.4,27808
30866323,16,26.5,1646.4,15.56,17.1,135.8,25351
30964887,16,26.5,1663.2,16.83,17.1,136.3,24379
31063092,16,26.6,1679.8,16.64,17.1,136.8,24511
31162756,16,26.6,1695.6,15.79,17.1,137.3,25162
31442486,16,26.7,1695.6,0.00,17.1,138.8,-25071
31535355,16,26.7,1695.6,0.00,17.2,139.3,-23596
31629664,16,26.7,1695.6,0.00,17.2,139.8,-23474
31724518,16,26.7,1695.6,0.00,17.3,140.3,-24634
31831398,16,26.8,1695.6,0.00,17.3,140.9,-28359
31950782,16,26.8,1695.6,0.00,17.3,141.5,-30890
32078373,16,26.8,1695.6,0.00,17.3,142.1,-33767
32233866,16,26.9,1695.6,0.00,17.3,142.8,-45082
32578438,17,26.9,1700.7,5.06,17.2,144.2,44436
32731372,17,27.1,1709.2,8.54,17.1,144.9,34215
32855856,17,27.2,1720.5,11.29,17.1,145.4,29757
32965913,17,27.4,1735.0,14.45,17.1,145.9,26309
33066994,17,27.5,1751.4,16.45,17.1,146.3,24658
33163693,17,27.5,1768.8,17.34,17.1,146.8,24012
33260036,17,27.6,1786.1,17.33,17.1,147.3,24024
33357319,17,27.7,1802.6,16.46,17.1,147.8,24649
33636092,17,27.9,1802.6,0.00,17.2,149.4,-28098
33750375,17,28,1802.6,0.00,17.3,150.1,-29921
33862114,17,28.1,1802.6,0.00,17.4,150.7,-26557
33962672,17,28.1,1802.6,0.00,17.4,151.2,-25613
34067360,17,28.2,1802.6,0.00,17.4,151.7,-26980
34176587,17,28.2,1802.6,0.00,17.4,152.3,-28443
34297938,17,28.3,1802.6,0.00,17.4,152.9,-32241
34452784,17,28.3,1802.6,0.00,17.4,153.6,-45940
34705043,18,28.4,1806.2,3.62,17.4,154.7,52546
34862081,18,28.4,1814.1,7.89,17.3,155.4,35608
34991188,18,28.4,1824.6,10.49,17.3,156.0,30878
35105071,18,28.4,1838.1,13.54,17.3,156.5,27181
35207963,18,28.4,1853.9,15.82,17.3,157.0,25145
35305795,18,28.3,1870.9,17.01,17.3,157.4,24244
35403283,18,28.3,1887.8,16.89,17.3,157.9,24336
35501779,18,28.3,1904.0,16.24,17.3,158.5,24817
35612569,18,28.3,1912.9,8.83,17.4,159.1,33655
35805444,18,28.3,1912.9,0.00,17.4,160.2,-28709
35921650,18,28.3,1912.9,0.00,17.4,160.8,-29332
36022052,18,28.3,1912.9,0.00,17.5,161.3,-23995
36116111,18,28.3,1912.9,0.00,17.5,161.8,-24566
36223675,18,28.3,1912.9,0.00,17.5,162.3,-28777
36340995,18,28.3,1912.9,0.00,17.5,162.9,-30926
36471875,18,28.3,1912.9,0.00,17.5,163.5,-34905
36662695,18,28.3,1912.9,0.00,17.5,164.4,-66285
36973234,19,28.2,1920.3,7.39,17.4,165.7,36783
37104184,19,28.1,1930.7,10.42,17.4,166.2,30975
37220001,19,28,1943.6,12.95,17.3,166.7,27787
37325288,19,27.9,1959.5,15.91,17.3,167.2,25072
37425136,19,27.8,1976.0,16.46,17.3,167.7,24646
37523501,19,27.7,1992.7,16.65,17.3,168.2,24508
37622099,19,27.6,2008.9,16.19,17.3,168.7,24850
37739161,19,27.5,2015.2,6.40,17.3,169.3,39531
37921932,19,27.4,2015.2,0.00,17.4,170.3,-31369
38043520,19,27.3,2015.2,0.00,17.4,170.9,-28932
38144363,19,27.3,2015.2,0.00,17.4,171.4,-24634
38242389,19,27.2,2015.2,0.00,17.4,171.9,-25829
38356663,19,27.1,2015.2,0.00,17.4,172.4,-30876
38493706,19,27.1,2015.2,0.00,17.4,173.1,-37499
38655590,19,27,2015.2,0.00,17.4,173.8,-43263
39092789,20,26.8,2020.7,5.44,17.2,175.5,42875
39236176,20,27,2030.3,9.61,17.1,176.1,32258
39354367,20,27.1,2042.8,12.45,17.1,176.6,28339
39459658,20,27.2,2058.2,15.43,17.1,177.1,25455
39559373,20,27.2,2074.5,16.31,17.1,177.5,24763
39659351,20,27.3,2090.5,15.98,17.0,178.0,25015
39761458,20,27.4,2105.3,14.85,17.1,178.5,25952
40011129,20,27.5,2105.3,0.00,17.1,179.8,-27633
40119528,20,27.6,2105.3,0.00,17.1,180.4,-25788
40216053,20,27.6,2105.3,0.00,17.1,180.8,-23522
40310635,20,27.7,2105.3,0.00,17.1,181.3,-24911
40420625,20,27.7,2105.3,0.00,17.1,181.8,-29199
40548696,20,27.7,2105.3,0.00,17.1,182.4,-34417
40695425,20,27.8,2105.3,0.00,17.1,183.1,-39175
40891463,20,27.9,2105.3,0.00,17.1,183.9,-61725
41091943,21,27.9,2105.6,0.25,17.0,184.7,200480
41260926,21,28.1,2112.9,7.32,16.9,185.4,36965
41390635,21,28.3,2123.7,10.78,16.8,185.9,30457
41503035,21,28.4,2137.6,13.98,16.8,186.4,26749
41604317,21,28.5,2154.1,16.42,16.8,186.8,24678
41701658,21,28.6,2171.0,16.96,16.8,187.3,24283
41799261,21,28.7,2187.8,16.78,16.8,187.7,24413
41898831,21,28.8,2203.6,15.79,16.8,188.2,25166
42175300,21,29,2203.6,0.00,16.9,189.7,-31305
42291486,21,29.1,2203.6,0.00,17.0,190.3,-29059
42396858,21,29.1,2203.6,0.00,17.0,190.9,-25534
42498510,21,29.2,2203.6,0.00,17.0,191.4,-26621
42611581,21,29.2,2203.6,0.00,17.1,192.0,-29474
42731302,21,29.3,2203.6,0.00,17.1,192.5,-31604
42864673,21,29.4,2203.6,0.00,17.1,193.1,-34856
43055676,21,29.4,2203.6,0.00,17.0,194.0,-64350
43386793,22,29.6,2210.0,6.45,16.9,195.3,39369
43521761,22,29.2,2220.5,10.41,16.8,195.9,30994
43636996,22,29,2233.7,13.27,16.8,196.4,27453
43740225,22,28.8,2249.7,16.00,16.8,196.8,25003
43838969,22,28.7,2266.2,16.51,16.8,197.3,24613
43938258,22,28.5,2282.5,16.26,16.8,197.8,24799
44040094,22,28.4,2297.4,14.90,16.8,198.3,25910
44304067,22,28,2297.4,0.00,16.9,199.7,-37031
44431413,22,27.8,2297.4,0.00,16.9,200.4,-28922
44532626,22,27.7,2297.4,0.00,17.0,200.9,-25096
44635530,22,27.6,2297.4,0.00,17.0,201.4,-27572
44754933,22,27.5,2297.4,0.00,17.0,202.0,-31826
44887993,22,27.4,2297.4,0.00,17.0,202.6,-35626
45037183,22,27.3,2297.4,0.00,17.0,203.3,-39480
45512569,23,26.9,2303.4,5.97,16.8,205.2,40917
45651715,23,27,2313.5,10.11,16.8,205.8,31448
45767357,23,27.1,2326.7,13.28,16.8,206.3,27443
45870042,23,27.2,2342.8,16.10,16.8,206.7,24925
45968166,23,27.2,2359.5,16.63,16.7,207.2,24523
46067378,23,27.3,2375.5,16.00,16.8,207.6,24998
46169100,23,27.4,2390.5,15.02,16.8,208.1,25806
46442264,23,27.5,2390.5,0.00,16.8,209.6,-35512
46568659,23,27.6,2390.5,0.00,16.9,210.3,-28419
46668610,23,27.6,2390.5,0.00,16.9,210.8,-23888
46767278,23,27.6,2390.5,0.00,16.9,211.3,-26514
46881378,23,27.7,2390.5,0.00,17.0,211.8,-29529
47004972,23,27.7,2390.5,0.00,17.0,212.4,-33093
47149781,23,27.8,2390.5,0.00,17.0,213.1,-39549
47638747,24,27.9,2396.5,6.01,16.8,215.1,40778
47776781,24,27.9,2406.7,10.23,16.8,215.6,31269
47892469,24,27.9,2419.9,13.20,16.7,216.1,27521
47996459,24,28,2435.5,15.53,16.7,216.6,25376
48095913,24,28,2451.6,16.18,16.7,217.0,24859
48195889,24,28,2467.5,15.90,16.7,217.5,25076
48297228,24,28,2482.8,15.30,16.7,218.0,25569
48429155,24,28,2486.8,3.96,16.8,218.7,50246
48612910,24,28,2486.8,0.00,16.8,219.6,-30107
48723261,24,28.1,2486.8,0.00,16.8,220.2,-26028
48813824,24,28.1,2486.8,0.00,16.8,220.6,-22123
48900936,24,28.1,2486.8,0.00,16.8,221.0,-22399
48995341,24,28.1,2486.8,0.00,16.8,221.4,-25175
49105145,24,28.1,2486.8,0.00,16.8,221.9,-30205
49246155,24,28.1,2486.8,0.00,16.8,222.6,-39246
49445297,24,28.1,2486.8,0.00,16.8,223.4,-62666
49699280,25,28.1,2487.0,0.15,16.6,224.4,253983
49870405,25,28.2,2493.8,6.80,16.6,225.0,38339
50005373,25,28.3,2503.9,10.17,16.5,225.5,31361
50120871,25,28.4,2517.1,13.22,16.5,226.0,27507
50224702,25,28.4,2532.8,15.64,16.4,226.4,25282
50324153,25,28.5,2549.2,16.45,16.4,226.9,24658
50423844,25,28.5,2565.4,16.14,16.4,227.3,24893
50524777,25,28.5,2580.9,15.48,16.4,227.8,25412
50804698,25,28.6,2580.9,0.00,16.5,229.3,-30512
50919173,25,28.7,2580.9,0.00,16.6,229.9,-28316
51021927,25,28.7,2580.9,0.00,16.6,230.4,-25304
51123793,25,28.7,2580.9,0.00,16.6,230.9,-27426
51235436,25,28.7,2580.9,0.00,16.6,231.4,-29363
51356901,25,28.8,2580.9,0.00,16.6,232.0,-32313
51492853,25,28.8,2580.9,0.00,16.6,232.6,-36664
51716561,25,28.8,2580.9,0.00,16.6,233.5,-84247
51992937,26,28.9,2587.0,6.15,16.5,234.6,40313
52132801,26,28.6,2596.8,9.75,16.4,235.1,32026
52251531,26,28.5,2609.1,12.30,16.3,235.6,28515
52357896,26,28.3,2623.9,14.86,16.3,236.1,25943
52460093,26,28.2,2639.5,15.59,16.3,236.5,25325
52562193,26,28,2654.9,15.35,16.3,237.0,25528
52665800,26,27.9,2669.5,14.64,16.3,237.5,26136
52928488,26,27.6,2669.5,0.00,16.4,238.9,-28000
53042433,26,27.5,2669.5,0.00,16.5,239.5,-28783
53151239,26,27.4,2669.5,0.00,16.5,240.0,-26544
53258644,26,27.3,2669.5,0.00,16.6,240.5,-28298
53377655,26,27.2,2669.5,0.00,16.6,241.1,-30996
53504664,26,27.1,2669.5,0.00,16.6,241.7,-33008
53646084,26,27,2669.5,0.00,16.6,242.3,-38049
53877199,26,26.9,2669.5,0.00,16.5,243.3,-88768
54148337,27,26.8,2675.8,6.29,16.4,244.3,39877
54284420,27,26.8,2686.1,10.28,16.3,244.9,31188
54399668,27,26.9,2699.3,13.27,16.3,245.3,27453
54503797,27,27,2714.7,15.38,16.3,245.8,25495
54602855,27,27,2731.0,16.27,16.3,246.2,24794
54702637,27,27.1,2747.0,15.99,16.3,246.7,25007
54803759,27,27.1,2762.4,15.39,16.3,247.2,25492
54918112,27,27.2,2770.6,8.21,16.3,247.8,34910
55122295,27,27.3,2770.6,0.00,16.4,248.8,-29842
55239708,27,27.3,2770.6,0.00,16.4,249.4,-28862
55345116,27,27.3,2770.6,0.00,16.5,249.9,-25883
55451413,27,27.4,2770.6,0.00,16.5,250.4,-28648
55576566,27,27.4,2770.6,0.00,16.5,251.0,-33110
55710745,27,27.4,2770.6,0.00,16.5,251.6,-34286
55853322,27,27.5,2770.6,0.00,16.5,252.2,-37963
56052321,27,27.5,2770.6,0.00,16.4,253.0,-67259
56397113,28,27.6,2776.3,5.75,16.3,254.3,41715
56539579,28,27.5,2786.0,9.72,16.2,254.9,32077
56657040,28,27.4,2798.8,12.80,16.2,255.3,27955
56762525,28,27.4,2813.9,15.08,16.1,255.8,25749
56864122,28,27.3,2829.5,15.54,16.1,256.2,25363
56966420,28,27.3,2844.6,15.19,16.1,256.7,25662
57071015,28,27.2,2858.9,14.29,16.1,257.2,26449
57366922,28,27.1,2858.9,0.00,16.2,258.7,-32401
57491521,28,27.1,2858.9,0.00,16.3,259.3,-32289
57607195,28,27,2858.9,0.00,16.3,259.9,-27982
57717831,28,27,2858.9,0.00,16.3,260.4,-28456
57831662,28,27,2858.9,0.00,16.3,260.9,-29129
57953374,28,26.9,2858.9,0.00,16.3,261.5,-32448
58094245,28,26.9,2858.9,0.00,16.3,262.1,-38336
58336888,28,26.9,2858.9,0.00,16.3,263.1,-97244
58650973,29,26.8,2864.5,5.60,16.1,264.3,42254
58791029,29,26.8,2874.7,10.19,16.1,264.8,31332
58908132,29,26.8,2887.5,12.80,16.1,265.3,27950
59013759,29,26.8,2902.7,15.18,16.1,265.7,25663
59114286,29,26.8,2918.6,15.87,16.1,266.2,25100
59214386,29,26.7,2934.6,16.06,16.1,266.6,24953
59315916,29,26.7,2949.9,15.22,16.1,267.1,25631
59599953,29,26.7,2949.9,0.00,16.1,268.6,-35315
59728944,29,26.7,2949.9,0.00,16.2,269.2,-30026
59841414,29,26.7,2949.9,0.00,16.2,269.8,-27901
59951059,29,26.7,2949.9,0.00,16.3,270.3,-28633
60078103,29,26.7,2949.9,0.00,16.3,270.9,-33924
60223701,29,26.7,2949.9,0.00,16.3,271.6,-39279
60395837,29,26.7,2949.9,0.00,16.3,272.3,-46646
60881847,30,26.6,2954.8,4.92,16.1,274.2,45100
61031432,30,26.7,2963.7,8.91,16.1,274.7,33498
61151751,30,26.7,2976.1,12.38,16.0,275.2,28424
61257268,30,26.7,2991.5,15.47,16.0,275.7,25428
61356188,30,26.7,3008.0,16.43,16.0,276.1,24672
61455340,30,26.7,3024.2,16.19,16.0,276.5,24853
61555332,30,26.7,3040.0,15.87,16.0,277.0,25104
61662795,30,26.7,3051.6,11.61,16.0,277.5,29355
61892491,30,26.7,3051.6,0.00,16.1,278.7,-30868
62000930,30,26.7,3051.6,0.00,16.1,279.3,-26096
62100150,30,26.7,3051.6,0.00,16.2,279.8,-24879
62200552,30,26.7,3051.6,0.00,16.2,280.3,-26374
62318511,30,26.7,3051.6,0.00,16.2,280.8,-32321
62464054,30,26.7,3051.6,0.00,16.2,281.5,-39429
62633480,30,26.8,3051.6,0.00,16.2,282.2,-46402
